"x"
"ENSG00000000005"
"ENSG00000001626"
"ENSG00000004776"
"ENSG00000004799"
"ENSG00000004846"
"ENSG00000005073"
"ENSG00000005187"
"ENSG00000005513"
"ENSG00000005981"
"ENSG00000006047"
"ENSG00000006059"
"ENSG00000006071"
"ENSG00000006128"
"ENSG00000006747"
"ENSG00000007216"
"ENSG00000007255"
"ENSG00000007306"
"ENSG00000007314"
"ENSG00000007402"
"ENSG00000008277"
"ENSG00000008394"
"ENSG00000009724"
"ENSG00000009765"
"ENSG00000010282"
"ENSG00000010319"
"ENSG00000011465"
"ENSG00000012171"
"ENSG00000012660"
"ENSG00000016391"
"ENSG00000018625"
"ENSG00000021300"
"ENSG00000021645"
"ENSG00000022267"
"ENSG00000030304"
"ENSG00000033122"
"ENSG00000034239"
"ENSG00000034971"
"ENSG00000036448"
"ENSG00000039537"
"ENSG00000039560"
"ENSG00000039987"
"ENSG00000040731"
"ENSG00000042832"
"ENSG00000043591"
"ENSG00000046604"
"ENSG00000047936"
"ENSG00000048540"
"ENSG00000049540"
"ENSG00000050030"
"ENSG00000050555"
"ENSG00000052850"
"ENSG00000053438"
"ENSG00000054598"
"ENSG00000055118"
"ENSG00000055732"
"ENSG00000057252"
"ENSG00000058404"
"ENSG00000060656"
"ENSG00000060718"
"ENSG00000061455"
"ENSG00000062282"
"ENSG00000063127"
"ENSG00000064205"
"ENSG00000064309"
"ENSG00000064651"
"ENSG00000064763"
"ENSG00000064787"
"ENSG00000065320"
"ENSG00000065371"
"ENSG00000065534"
"ENSG00000065717"
"ENSG00000066735"
"ENSG00000067840"
"ENSG00000068976"
"ENSG00000069482"
"ENSG00000069696"
"ENSG00000069702"
"ENSG00000070388"
"ENSG00000070778"
"ENSG00000071909"
"ENSG00000071967"
"ENSG00000071991"
"ENSG00000072163"
"ENSG00000072195"
"ENSG00000072210"
"ENSG00000072657"
"ENSG00000073067"
"ENSG00000074047"
"ENSG00000074370"
"ENSG00000075073"
"ENSG00000075340"
"ENSG00000075461"
"ENSG00000075914"
"ENSG00000076555"
"ENSG00000076716"
"ENSG00000076826"
"ENSG00000077264"
"ENSG00000077274"
"ENSG00000077327"
"ENSG00000077522"
"ENSG00000077684"
"ENSG00000077942"
"ENSG00000077943"
"ENSG00000078053"
"ENSG00000078295"
"ENSG00000078549"
"ENSG00000078596"
"ENSG00000078814"
"ENSG00000079101"
"ENSG00000079308"
"ENSG00000079841"
"ENSG00000080224"
"ENSG00000081138"
"ENSG00000081818"
"ENSG00000081842"
"ENSG00000082482"
"ENSG00000084444"
"ENSG00000084674"
"ENSG00000087128"
"ENSG00000087250"
"ENSG00000087495"
"ENSG00000087884"
"ENSG00000088340"
"ENSG00000088992"
"ENSG00000090006"
"ENSG00000091128"
"ENSG00000091138"
"ENSG00000092096"
"ENSG00000094755"
"ENSG00000094796"
"ENSG00000095203"
"ENSG00000095321"
"ENSG00000095637"
"ENSG00000095777"
"ENSG00000097096"
"ENSG00000099338"
"ENSG00000099715"
"ENSG00000099769"
"ENSG00000099812"
"ENSG00000099834"
"ENSG00000099864"
"ENSG00000099954"
"ENSG00000099984"
"ENSG00000099994"
"ENSG00000100024"
"ENSG00000100095"
"ENSG00000100218"
"ENSG00000100234"
"ENSG00000100307"
"ENSG00000100341"
"ENSG00000100379"
"ENSG00000100427"
"ENSG00000100473"
"ENSG00000100604"
"ENSG00000100626"
"ENSG00000100767"
"ENSG00000100867"
"ENSG00000100884"
"ENSG00000101049"
"ENSG00000101098"
"ENSG00000101197"
"ENSG00000101230"
"ENSG00000101280"
"ENSG00000101333"
"ENSG00000101335"
"ENSG00000101349"
"ENSG00000101440"
"ENSG00000101443"
"ENSG00000101470"
"ENSG00000101474"
"ENSG00000101542"
"ENSG00000101938"
"ENSG00000102109"
"ENSG00000102290"
"ENSG00000102383"
"ENSG00000102385"
"ENSG00000102452"
"ENSG00000102547"
"ENSG00000102678"
"ENSG00000102683"
"ENSG00000102854"
"ENSG00000102891"
"ENSG00000102924"
"ENSG00000102935"
"ENSG00000103089"
"ENSG00000103319"
"ENSG00000103460"
"ENSG00000103528"
"ENSG00000103546"
"ENSG00000103569"
"ENSG00000103647"
"ENSG00000103740"
"ENSG00000104059"
"ENSG00000104112"
"ENSG00000104213"
"ENSG00000104490"
"ENSG00000104879"
"ENSG00000104888"
"ENSG00000104921"
"ENSG00000105048"
"ENSG00000105143"
"ENSG00000105227"
"ENSG00000105357"
"ENSG00000105373"
"ENSG00000105479"
"ENSG00000105523"
"ENSG00000105613"
"ENSG00000105668"
"ENSG00000105695"
"ENSG00000105707"
"ENSG00000105737"
"ENSG00000105894"
"ENSG00000105929"
"ENSG00000105989"
"ENSG00000106018"
"ENSG00000106031"
"ENSG00000106078"
"ENSG00000106236"
"ENSG00000106351"
"ENSG00000106541"
"ENSG00000106689"
"ENSG00000106714"
"ENSG00000106772"
"ENSG00000106809"
"ENSG00000107159"
"ENSG00000107282"
"ENSG00000107485"
"ENSG00000107984"
"ENSG00000108231"
"ENSG00000108370"
"ENSG00000108405"
"ENSG00000108684"
"ENSG00000108823"
"ENSG00000108830"
"ENSG00000109063"
"ENSG00000109084"
"ENSG00000109107"
"ENSG00000109625"
"ENSG00000109738"
"ENSG00000109819"
"ENSG00000109832"
"ENSG00000109846"
"ENSG00000109906"
"ENSG00000110092"
"ENSG00000110148"
"ENSG00000110169"
"ENSG00000110195"
"ENSG00000110484"
"ENSG00000110675"
"ENSG00000110811"
"ENSG00000111057"
"ENSG00000111058"
"ENSG00000111087"
"ENSG00000111215"
"ENSG00000111249"
"ENSG00000111291"
"ENSG00000111666"
"ENSG00000111962"
"ENSG00000112175"
"ENSG00000112182"
"ENSG00000112379"
"ENSG00000112530"
"ENSG00000112796"
"ENSG00000112837"
"ENSG00000112936"
"ENSG00000113083"
"ENSG00000113209"
"ENSG00000113211"
"ENSG00000113212"
"ENSG00000113262"
"ENSG00000113494"
"ENSG00000113594"
"ENSG00000113657"
"ENSG00000113758"
"ENSG00000113924"
"ENSG00000113946"
"ENSG00000114547"
"ENSG00000114638"
"ENSG00000114757"
"ENSG00000114790"
"ENSG00000114805"
"ENSG00000114854"
"ENSG00000115155"
"ENSG00000115361"
"ENSG00000115423"
"ENSG00000115461"
"ENSG00000115468"
"ENSG00000115474"
"ENSG00000115596"
"ENSG00000115616"
"ENSG00000115705"
"ENSG00000116031"
"ENSG00000116039"
"ENSG00000116176"
"ENSG00000116183"
"ENSG00000116254"
"ENSG00000116299"
"ENSG00000116678"
"ENSG00000116774"
"ENSG00000116783"
"ENSG00000116882"
"ENSG00000117069"
"ENSG00000117115"
"ENSG00000117472"
"ENSG00000117525"
"ENSG00000117594"
"ENSG00000118194"
"ENSG00000118307"
"ENSG00000118407"
"ENSG00000118491"
"ENSG00000118729"
